species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule	vmr_uid
Heterobasidion partitivirus 13	A	NULL	NULL		NULL	an3/5003	RNA1: KF963181; RNA2: KF963182	Partial genome	Heterobasidion partitivirus 13	HetPV13	NULL	3	202204150	fungi	dsRNA	11652
Heterobasidion partitivirus 13	A	NULL	NULL		NULL	pa1/1R41	RNA1: KF963183; RNA2: KF963184	Partial genome	Heterobasidion partitivirus 13	HetPV13	NULL	4	202204150	fungi	dsRNA	11653
Vicia cryptic virus	A	NULL	NULL		NULL	FA061102	RNA1: EU605883; RNA2: EU605884	Complete genome	Vicia cryptic virus	VCV	NULL	2	202204153	plants	dsRNA	11654
Vicia cryptic virus	A	NULL	NULL		NULL	Dreifach Weisse	RNA1: EF173392; RNA2: EF173391	Complete genome	Vicia cryptic virus	VCV	NULL	3	202204153	plants	dsRNA	11655
Vicia cryptic virus	A	NULL	NULL		NULL	Hangdown Gruenkern	RNA1: EF173396; RNA2: EF173395	Complete genome	Vicia cryptic virus	VCV	NULL	4	202204153	plants	dsRNA	11656
Vicia cryptic virus	A	NULL	NULL		NULL	Fruehe Weisskeimige	RNA1: EF173394; RNA2: EF173393	Complete genome	Vicia cryptic virus	VCV	NULL	5	202204153	plants	dsRNA	11657
Vicia cryptic virus	A	NULL	NULL		NULL	The Sutton	RNA1: EF173389	Partial genome	Vicia cryptic virus	VCV	NULL	6	202204153	plants	dsRNA	11658
Vicia cryptic virus	A	NULL	NULL		NULL	Divine	RNA2: EF173390	Partial genome	Vicia cryptic virus	VCV	NULL	7	202204153	plants	dsRNA	11659
Cannabis cryptic virus	A	NULL	NULL	RNA1: NC_031134; RNA2: NC_031130	NULL	hemp09	RNA1: KX709964; RNA2: KX709965	Complete genome	Cannabis cryptic virus	CCV	NULL	2	202204157	plants	dsRNA	11660
Ceratocystis resinifera virus 1	A	NULL	NULL	RNA1: NC_010705; RNA2: NC_010706	NULL	CMW7151	RNA1: AY247204; RNA2: AY247205	Complete genome	Ceratocystis polonica partitivirus	CpPV	NULL	2	202204158	fungi	dsRNA	11661
Ceratocystis resinifera virus 1	A	NULL	NULL		NULL	CMW2284	RNA1: AY260756; RNA2: AY260757	Complete genome	Ceratocystis polonica partitivirus	CpPV	NULL	3	202204158	fungi	dsRNA	11662
Fusarium poae virus 1	A	NULL	NULL	RNA1: NC_030882; RNA2: NC_030877	NULL	240374	RNA1: LC150606; RNA2: LC150607	Complete genome	Fusarium poae virus 1	FpV1	NULL	2	202204161	fungi	dsRNA	11663
Heterobasidion partitivirus 2	A	NULL	NULL		NULL	pa1-b	RNA1: KF551880	Partial genome	Heterobasidion partitivirus 2	HetRV2	NULL	2	202204162	fungi	dsRNA	11664
Heterobasidion partitivirus 2	A	NULL	NULL		NULL	pa1-c	RNA1: KF551881	Partial genome	Heterobasidion partitivirus 2	HetRV2	NULL	3	202204162	fungi	dsRNA	11665
Heterobasidion partitivirus 2	A	NULL	NULL		NULL	pa1-e	RNA1: KF551882	Partial genome	Heterobasidion partitivirus 2	HetRV2	NULL	4	202204162	fungi	dsRNA	11666
Heterobasidion partitivirus 2	A	NULL	NULL		NULL	pa1-f	RNA1: KF551883	Partial genome	Heterobasidion partitivirus 2	HetRV2	NULL	5	202204162	fungi	dsRNA	11667
Heterobasidion partitivirus 2	A	NULL	NULL		NULL	pa1-d	RNA1: KF551884	Partial genome	Heterobasidion partitivirus 2	HetRV2	NULL	6	202204162	fungi	dsRNA	11668
Heterobasidion partitivirus 2	A	NULL	NULL		NULL	pa1-g	RNA1: KF551885	Partial genome	Heterobasidion partitivirus 2	HetRV2	NULL	7	202204162	fungi	dsRNA	11669
Heterobasidion partitivirus 7	A	NULL	NULL		NULL	pa1-b	RNA1: KF551886	Partial genome	Heterobasidion partitivirus 7	HetRV7	NULL	2	202204163	fungi	dsRNA	11670
Heterobasidion partitivirus 7	A	NULL	NULL		NULL	pa1-c	RNA1: KF551887	Partial genome	Heterobasidion partitivirus 7	HetRV7	NULL	3	202204163	fungi	dsRNA	11671
Cryptosporidium parvum virus 1	A	NULL	NULL		NULL	KSU-1	RNA1: U95995; RNA2: U95996	Partial genome	Cryptosporidium parvum virus 1	CSpV1	NULL	2	202204174	protists	dsRNA	11672
Pepper cryptic virus 2	A	NULL	NULL		NULL	YY	RNA1: LC195294; RNA2: LC195295	Complete genome	pepper cryptic virus 2	PCV2	NULL	2	202204180	plants	dsRNA	11673
Gremmeniella abietina RNA virus MS1	A	NULL	NULL		NULL	SurS4	RNA1: AY615211; RNA2: AY615212; RNA3: AY615213	Complete genome	Gremmeniella abietina RNA virus MS1	GaRNAVMS1	NULL	2	202204186	fungi	dsRNA	11674
Penicillium stoloniferum virus S	A	NULL	NULL		NULL	ATCC 14586	RNA1: AM040148; RNA2: AM040149	Complete genome	Penicillium stoloniferum virus S	PsV-S	NULL	2	202204189	fungi	dsRNA	11675
Orthopicobirnavirus hominis	A	NULL	NULL		NULL	1-CHN-97	RNA2: AF246939	Partial genome	human picobirnavirus	HPBV	NULL	2	202204334	vertebrates	dsRNA	11676
Orthopicobirnavirus hominis	A	NULL	NULL		NULL	4-GA-91	RNA2: AF246940	Partial genome	human picobirnavirus	HPBV	NULL	3	202204334	vertebrates	dsRNA	11677
Human coronavirus 229E	A	NULL	NULL		NULL	J0304	JX503061	Complete genome	human coronavirus 229E	HCoV_229E	NULL	2	202201852	vertebrates	ssRNA(+)	11678
Severe acute respiratory syndrome-related coronavirus	A	NULL	NULL		NULL	BtKY72	KY352407	Complete genome	severe acute respiratory syndrome-related coronavirus	SARSr-CoV	NULL	2	202201868	vertebrates	ssRNA(+)	11679
Severe acute respiratory syndrome-related coronavirus	A	NULL	NULL	NC_045512	NULL	Wuhan-Hu-1	MN908947	Complete genome	severe acute respiratory syndrome coronavirus 2 	SARS-CoV-2	NULL	3	202201868	vertebrates	ssRNA(+)	11680
Severe acute respiratory syndrome-related coronavirus	A	NULL	NULL		NULL	PC4-227	AY613950	Complete genome	SARS coronavirus	SARS-CoV	NULL	4	202201868	vertebrates	ssRNA(+)	11681
Beluga whale coronavirus SW1	A	NULL	NULL		NULL	CF090325	KF793824	Complete genome	bottlenose dolphin coronavirus HKU22	BdCoV_HKU22	NULL	2	202201881	vertebrates	ssRNA(+)	11682
Newbury 1 virus	A	NULL	NULL	NC_004064	NULL	BEC-NB/US/1980	AY082891	Complete genome	Nebraska virus	NBV	NULL	2	202202804	vertebrates	ssRNA(+)	11683
Norwalk virus	A	NULL	NULL		NULL	GII/UK/1995	X86557	Complete genome	Lordsdale virus	LV	NULL	2	202202806	vertebrates	ssRNA(+)	11684
Norwalk virus	A	NULL	NULL		NULL	GII/US/1987	AY032605	Complete genome	Maryland virus	MV	NULL	3	202202806	vertebrates	ssRNA(+)	11685
Norwalk virus	A	NULL	NULL		NULL	GIII/DE/1980	AJ011099	Complete genome	Jena virus	JV	NULL	4	202202806	vertebrates	ssRNA(+)	11686
Norwalk virus	A	NULL	NULL		NULL	GIV/NL/1998	AF195847	Partial genome	Alphatron virus	AV	NULL	5	202202806	vertebrates	ssRNA(+)	11687
Norwalk virus	A	NULL	NULL		NULL	GV/US/2002	AY228235	Complete genome	murine norovirus 1	MNV1	NULL	6	202202806	vertebrates	ssRNA(+)	11688
Norwalk virus	A	NULL	NULL		NULL	GVI/PT/2007	GQ443611	Partial genome	Viseu virus	VV	NULL	7	202202806	vertebrates	ssRNA(+)	11689
Norwalk virus	A	NULL	NULL	NC_044047	NULL	GVII/HK/2007	FJ692500	Complete genome	dog norovirus	CaV	NULL	8	202202806	vertebrates	ssRNA(+)	11690
Norwalk virus	A	NULL	NULL		NULL	GVIII/JP/2004	AJ844470	Partial genome	Chiba-040502 virus	ChV	NULL	9	202202806	vertebrates	ssRNA(+)	11691
Norwalk virus	A	NULL	NULL	NC_044045	NULL	GIX/JP/2007	KJ196290	Complete genome	Sapporo-HK299 virus	SaV	NULL	10	202202806	vertebrates	ssRNA(+)	11692
Norwalk virus	A	NULL	NULL		NULL	GX/CN/2010	KJ790198	Partial genome	bat norovirus	BtRsV	NULL	11	202202806	vertebrates	ssRNA(+)	11693
Sapporo virus	A	NULL	NULL		NULL	GI/UK/1995	X86560	Complete genome	Manchester virus	MV	NULL	2	202202808	vertebrates	ssRNA(+)	11694
Sapporo virus	A	NULL	NULL		NULL	GII/UK/1998	AJ249939	Complete genome	Bristol virus	BV	NULL	3	202202808	vertebrates	ssRNA(+)	11695
Sapporo virus	A	NULL	NULL	NC_000940	NULL	GIII/US/1976	AF182760	Complete genome	Cowden I virus	CIV	NULL	4	202202808	vertebrates	ssRNA(+)	11696
Sapporo virus	A	NULL	NULL		NULL	GIV/JP/2002	DQ058829	Complete genome	Ehime virus	EV	NULL	5	202202808	vertebrates	ssRNA(+)	11697
Sapporo virus	A	NULL	NULL		NULL	GV/TH/2002	AY646856	Complete genome	Nongkhai virus	NKV	NULL	6	202202808	vertebrates	ssRNA(+)	11698
Bovine rhinitis A virus	A	NULL	NULL		NULL	H-1/JPN/c.1984	JN936206	Coding-complete genome	bovine rhinitis A virus 2	BRAV-2	NULL	2	202201958	vertebrates	ssRNA(+)	11699
Bovine rhinitis B virus	A	NULL	NULL		NULL	bov/SWE1/2014	KY432299	Complete genome	bovine rhinitis B virus 2	BRBV-2	NULL	2	202201959	vertebrates	ssRNA(+)	11700
Bovine rhinitis B virus	A	NULL	NULL		NULL	bov/BSRI3/USA/2013	KP264975	Complete genome	bovine rhinitis B virus 3	BRBV-3	NULL	3	202201959	vertebrates	ssRNA(+)	11701
Bovine rhinitis B virus	A	NULL	NULL		NULL	bov/TCH5/USA/2013	KU168861	Complete genome	bovine rhinitis B virus 4	BRBV-4	NULL	4	202201959	vertebrates	ssRNA(+)	11702
Bovine rhinitis B virus	A	NULL	NULL		NULL	bov/MexB09/Mexico/2015	KU159360	Complete genome	bovine rhinitis B virus 5	BRBV-5	NULL	5	202201959	vertebrates	ssRNA(+)	11703
Foot-and-mouth disease virus	A	NULL	NULL		NULL	A10holland iso 82 (Netherlands/1942)	AY593752	Complete genome	foot-and-mouth disease virus A	FMDV-A	NULL	2	202201961	vertebrates	ssRNA(+)	11704
Foot-and-mouth disease virus	A	NULL	NULL		NULL	C1oberbayern iso88 (Germany/1960)	AY593805	Complete genome	foot-and-mouth disease virus C	FMDV-C	NULL	3	202201961	vertebrates	ssRNA(+)	11705
Foot-and-mouth disease virus	A	NULL	NULL		NULL	ZB/CHA/58(att)	DQ533483	Complete genome	foot-and-mouth disease virus Asia1	FMDV-Asia1	NULL	4	202201961	vertebrates	ssRNA(+)	11706
Foot-and-mouth disease virus	A	NULL	NULL		NULL	sat1-3swa iso14 (Namibia: South West Africa/1949)	AY593840	Complete genome	foot-and-mouth disease virus SAT1	FMDV-SAT1	NULL	5	202201961	vertebrates	ssRNA(+)	11707
Foot-and-mouth disease virus	A	NULL	NULL		NULL	sat2-3kenya-21 (Kenya/1960)	AY593849	Complete genome	foot-and-mouth disease virus SAT2	FMDV-SAT2	NULL	6	202201961	vertebrates	ssRNA(+)	11708
Foot-and-mouth disease virus	A	NULL	NULL		NULL	sat3-2sa iso27 (South Africa/1959)	AY593850	Complete genome	foot-and-mouth disease virus SAT3	FMDV-SAT3	NULL	7	202201961	vertebrates	ssRNA(+)	11709
Cardiovirus A	A	NULL	NULL		NULL	RD1338 (D28/05)	JX257003	Complete genome	cardiovirus A2; encephalomyocarditis virus 2	EMCV-2	NULL	2	202201971	vertebrates	ssRNA(+)	11710
Cardiovirus B	A	NULL	NULL		NULL	DA (mouse/USA/1952)	JX443418	Complete genome	cardiovirus B1; Theiler's murine encephalomyeltits virus	CaV-B1; TMEV	NULL	2	202201972	vertebrates	ssRNA(+)	11711
Cardiovirus B	A	NULL	NULL		NULL	BeAn 8286 (Brazil/1957)	M16020	Complete genome	cardiovirus B1; Theiler's murine encephalomyeltits virus	CaV-B1; TMEV	NULL	3	202201972	vertebrates	ssRNA(+)	11712
Cardiovirus B	A	NULL	NULL		NULL	V1 (human/Russia-Siberia/1955)	M80888; M94868; EU723237	Partial genome	cardiovirus B2; Vilyuisk human encephalomyelitis virus	CaV-B2; VHEV	NULL	4	202201972	vertebrates	ssRNA(+)	11713
Cardiovirus B	A	NULL	NULL		NULL	Rattus rattus/China/2014	MF172923	Complete genome	cardiovirus B3	CaV-B3	NULL	5	202201972	vertebrates	ssRNA(+)	11714
Cardiovirus B	A	NULL	NULL		NULL	NGS910	AB090161	Complete genome	cardiovirus B4; theravirus	TRV	NULL	6	202201972	vertebrates	ssRNA(+)	11715
Cardiovirus B	A	NULL	NULL		NULL	TMEV/NYC/Manhattan/poolF4	MF416403	Complete genome	cardiovirus B5	CaV-B5	NULL	7	202201972	vertebrates	ssRNA(+)	11716
Cardiovirus C	A	NULL	NULL		NULL	rat/USA/2012	JX683808	Partial genome	cardiovirus C2; Boone cardiovirus 2	CaV-C2; BCV-2	NULL	2	202201973	vertebrates	ssRNA(+)	11717
Cardiovirus C	A	NULL	NULL		NULL	Wencheng-Rn416	MF352424	Complete genome	cardiovirus C3	CaV-C3	NULL	3	202201973	vertebrates	ssRNA(+)	11718
Cardiovirus D	A	NULL	NULL	NC_010810	NULL	UC1	EU376394	Complete genome	Saffold virus 2	SAFV-2	NULL	2	202207104	vertebrates	ssRNA(+)	11719
Cardiovirus D	A	NULL	NULL		NULL	NL1999-590 (human/Netherlands/1998)	HM181996	Complete genome	Saffold virus 3	SAFV-3	NULL	3	202207104	vertebrates	ssRNA(+)	11720
Cardiovirus D	A	NULL	NULL		NULL	Pak-3164 (human/Pakistan/2009)	AB747251	Complete genome	Saffold virus 4	SAFV-4	NULL	4	202207104	vertebrates	ssRNA(+)	11721
Cardiovirus D	A	NULL	NULL		NULL	Pak5003 (human/Pakistan/2007)	FJ463615	Complete genome	Saffold virus 5	SAFV-5	NULL	5	202207104	vertebrates	ssRNA(+)	11722
Cardiovirus D	A	NULL	NULL		NULL	Pak6572 (human/Pakistan/2007)	FJ463617	Complete genome	Saffold virus 6	SAFV-6	NULL	6	202207104	vertebrates	ssRNA(+)	11723
Cardiovirus D	A	NULL	NULL		NULL	Pak-2106 (human/Pakistan/2009)	AB747254	Complete genome	Saffold virus 7	SAFV-7	NULL	7	202207104	vertebrates	ssRNA(+)	11724
Cardiovirus D	A	NULL	NULL		NULL	Pak-3486 (human/Pakistan/2009)	AB747255	Complete genome	Saffold virus 8	SAFV-8	NULL	8	202207104	vertebrates	ssRNA(+)	11725
Cardiovirus D	A	NULL	NULL		NULL	Pak-2457 (human/Pakistan/2009)	AB747256	Complete genome	Saffold virus 9	SAFV-9	NULL	9	202207104	vertebrates	ssRNA(+)	11726
Cardiovirus D	A	NULL	NULL		NULL	Pak-2325 (human/Pakistan/2009)	AB747257	Complete genome	Saffold virus 10	SAFV-10	NULL	10	202207104	vertebrates	ssRNA(+)	11727
Cardiovirus D	A	NULL	NULL		NULL	Pak-2338 (human/Pakistan/2009)	AB747258	Complete genome	Saffold virus 11	SAFV-11	NULL	11	202207104	vertebrates	ssRNA(+)	11728
Cosavirus A	A	NULL	NULL		NULL	6344 (human/Pakistan)	FJ438903	Coding-complete genome	cosavirus A2	CoSV-A2	NULL	2	202201975	vertebrates	ssRNA(+)	11729
Cosavirus A	A	NULL	NULL		NULL	6572 (human/Pakistan)	FJ438904	Partial genome	cosavirus A3	CoSV-A3	NULL	3	202201975	vertebrates	ssRNA(+)	11730
Cosavirus A	A	NULL	NULL		NULL	5006 (human/Pakistan)	FJ438905; FJ438906	Partial genome	cosavirus A4	CoSV-A4	NULL	4	202201975	vertebrates	ssRNA(+)	11731
Cosavirus A	A	NULL	NULL		NULL	NG6 (human/Nigeria/2007)	JN867771	Partial genome	cosavirus A5	CoSV-A5	NULL	5	202201975	vertebrates	ssRNA(+)	11732
Cosavirus A	A	NULL	NULL		NULL	TN06-s231 (human/Tunisia/2006)	JN867790	Partial genome	cosavirus A6	CoSV-A6	NULL	6	202201975	vertebrates	ssRNA(+)	11733
Cosavirus A	A	NULL	NULL		NULL	NP11 (human/Nepal)	JN867768	Partial genome	cosavirus A7	CoSV-A7	NULL	7	202201975	vertebrates	ssRNA(+)	11734
Cosavirus A	A	NULL	NULL		NULL	NG8 (human/Nigeria/2007)	JN867776	Partial genome	cosavirus A8	CoSV-A8	NULL	8	202201975	vertebrates	ssRNA(+)	11735
Cosavirus A	A	NULL	NULL		NULL	NP5 (human/Nepal)	JN867763	Partial genome	cosavirus A9	CoSV-A9	NULL	9	202201975	vertebrates	ssRNA(+)	11736
Cosavirus A	A	NULL	NULL		NULL	NG11 (human/Nigeria/2007)	JN867772	Partial genome	cosavirus A10	CoSV-A10	NULL	10	202201975	vertebrates	ssRNA(+)	11737
Cosavirus A	A	NULL	NULL		NULL	NP1 (human/Nepal)	JN867760	Partial genome	cosavirus A11	CoSV-A11	NULL	11	202201975	vertebrates	ssRNA(+)	11738
Cosavirus A	A	NULL	NULL		NULL	NG14 (human/Nigeria)	JN867774	Partial genome	cosavirus A12	CoSV-A12	NULL	12	202201975	vertebrates	ssRNA(+)	11739
Cosavirus A	A	NULL	NULL		NULL	NP6 (human/Nepal)	JN867764	Partial genome	cosavirus A13	CoSV-A13	NULL	13	202201975	vertebrates	ssRNA(+)	11740
Cosavirus A	A	NULL	NULL		NULL	NG12 (human/Nigeria/2007)	JN867773	Partial genome	cosavirus A14	CoSV-A14	NULL	14	202201975	vertebrates	ssRNA(+)	11741
Cosavirus A	A	NULL	NULL		NULL	NG23 (human/Nigeria/2007)	JN867780	Partial genome	cosavirus A15	CoSV-A15	NULL	15	202201975	vertebrates	ssRNA(+)	11742
Cosavirus A	A	NULL	NULL		NULL	NP10 (human/Nepal)	JN867767	Partial genome	cosavirus A16	CoSV-A16	NULL	16	202201975	vertebrates	ssRNA(+)	11743
Cosavirus A	A	NULL	NULL		NULL	NG3 (human/Nigeria/2007)	JN867769	Partial genome	cosavirus A17	CoSV-A17	NULL	17	202201975	vertebrates	ssRNA(+)	11744
Cosavirus A	A	NULL	NULL		NULL	NG15 (human/Nigeria)	JN867775	Partial genome	cosavirus A18	CoSV-A18	NULL	18	202201975	vertebrates	ssRNA(+)	11745
Cosavirus A	A	NULL	NULL		NULL	PK6187 (human/Pakistan/2006)	JN867759	Coding-complete genome	cosavirus A19	CoSV-A19	NULL	19	202201975	vertebrates	ssRNA(+)	11746
Cosavirus A	A	NULL	NULL		NULL	NG263 (human/Nigeria/2007)	JN867756	Coding-complete genome	cosavirus A20	CoSV-A20	NULL	20	202201975	vertebrates	ssRNA(+)	11747
Cosavirus A	A	NULL	NULL		NULL	NG295-2 (human/Nigeria/2007)	JQ811826	Partial genome	cosavirus A21	CoSV-A21	NULL	21	202201975	vertebrates	ssRNA(+)	11748
Cosavirus A	A	NULL	NULL		NULL	NG295-1 (human/Nigeria/2007)	JQ811825	Partial genome	cosavirus A22	CoSV-A22	NULL	22	202201975	vertebrates	ssRNA(+)	11749
Cosavirus A	A	NULL	NULL		NULL	NP8-1 (human/Nepal)	JQ811821	Partial genome	cosavirus A23	CoSV-A23	NULL	23	202201975	vertebrates	ssRNA(+)	11750
Cosavirus A	A	NULL	NULL		NULL	NG213-1 (human/Nigeria/2007)	JQ811830	Partial genome	cosavirus A24	CoSV-A24	NULL	24	202201975	vertebrates	ssRNA(+)	11751
Cosavirus D	A	NULL	NULL		NULL	NP4 (human/Nepal)	JN867762	Partial genome	cosavirus D2	CoSV-D2	NULL	2	202201977	vertebrates	ssRNA(+)	11752
Cosavirus D	A	NULL	NULL		NULL	NG29 (human/Nigeria/2007)	JN867777	Partial genome	cosavirus D3	CoSV-D3	NULL	3	202201977	vertebrates	ssRNA(+)	11753
Cosavirus D	A	NULL	NULL		NULL	NP3 (human/Nepal)	JN867761	Partial genome	cosavirus D4	CoSV-D4	NULL	4	202201977	vertebrates	ssRNA(+)	11754
Cosavirus D	A	NULL	NULL		NULL	NG19 (human/Nigeria/2007)	JN867778	Partial genome	cosavirus D5	CoSV-D5	NULL	5	202201977	vertebrates	ssRNA(+)	11755
Erbovirus A	A	NULL	NULL		NULL	P313/75 (Switzerland/1975)	AF361253	Complete genome	equine rhinitis B virus 2	ERBV-2	NULL	2	202201997	vertebrates	ssRNA(+)	11756
Erbovirus A	A	NULL	NULL		NULL	4442/75 (UK/1975)	DQ108383	Partial genome	equine rhinitis B virus 3	ERBV-3	NULL	3	202201997	vertebrates	ssRNA(+)	11757
Hunnivirus A	A	NULL	NULL		NULL	sheep/HUN/2009	HM153767	Complete genome	hunnivirus A2; ovine hungarovirus 1	HuV-A2	NULL	2	202202013	vertebrates	ssRNA(+)	11758
Hunnivirus A	A	NULL	NULL	NC_025675	NULL	NrHuV/NYC-E21	KJ950971	Complete genome	hunnivirus A4; Norway rat hunnivirus	HuV-A4	NULL	3	202202013	vertebrates	ssRNA(+)	11759
Hunnivirus A	A	NULL	NULL		NULL	83GR-70-RAT048/Vietnam/2012	KT944199	Partial genome	hunnivirus A5	HuV-A5	NULL	4	202202013	vertebrates	ssRNA(+)	11760
Hunnivirus A	A	NULL	NULL		NULL	rodent/Rn/PicoV/SX2015-2	KX156157	Complete genome	hunnivirus A6	HuV-A6	NULL	5	202202013	vertebrates	ssRNA(+)	11761
Hunnivirus A	A	NULL	NULL		NULL	05VZ-75-RAT099	KT944214	Complete genome	hunnivirus A7	HuV-A7	NULL	6	202202013	vertebrates	ssRNA(+)	11762
Hunnivirus A	A	NULL	NULL		NULL	83GR-70-RAT106	KT944212	Complete genome	hunnivirus A8	HuV-A8	NULL	7	202202013	vertebrates	ssRNA(+)	11763
Hunnivirus A	A	NULL	NULL		NULL	RtRrs-PicoV/YN2014	KY432925	Complete genome	hunnivirus A9	HuV-A9	NULL	8	202202013	vertebrates	ssRNA(+)	11764
Mosavirus A	A	NULL	NULL	NC_023987	NULL	SZAL6-MoV/2011/HUN	KF958461	Complete genome	mosavirus A2	MoV-A2	NULL	2	202202034	vertebrates	ssRNA(+)	11765
Mupivirus A	A	NULL	NULL		NULL	RtNn-PicoV/HuB2015-2	KY432934	Complete genome	mupivirus A2	MuV-A2	NULL	2	202207398	vertebrates	ssRNA(+)	11766
Teschovirus A	A	NULL	NULL		NULL	T80	AF296087	Complete genome	teschovirus A2; porcine teschovirus 2	PTV-2	NULL	2	202202065	vertebrates	ssRNA(+)	11767
Teschovirus A	A	NULL	NULL		NULL	O 2b	AF296088	Complete genome	teschovirus A3; porcine teschovirus 3	PTV-3	NULL	3	202202065	vertebrates	ssRNA(+)	11768
Teschovirus A	A	NULL	NULL		NULL	PS 36	AF296089	Complete genome	teschovirus A4; porcine teschovirus 4	PTV-4	NULL	4	202202065	vertebrates	ssRNA(+)	11769
Teschovirus A	A	NULL	NULL		NULL	F 26	AF296090	Complete genome	teschovirus A5; porcine teschovirus 5	PTV-5	NULL	5	202202065	vertebrates	ssRNA(+)	11770
Teschovirus A	A	NULL	NULL		NULL	PS 37	AF296091	Complete genome	teschovirus A6; porcine teschovirus 6	PTV-6	NULL	6	202202065	vertebrates	ssRNA(+)	11771
Teschovirus A	A	NULL	NULL		NULL	F 43	AF296092	Complete genome	teschovirus A7; porcine teschovirus 7	PTV-7	NULL	7	202202065	vertebrates	ssRNA(+)	11772
Teschovirus A	A	NULL	NULL		NULL	UKG/173/74	AF296093	Complete genome	teschovirus A8; porcine teschovirus 8	PTV-8	NULL	8	202202065	vertebrates	ssRNA(+)	11773
Teschovirus A	A	NULL	NULL		NULL	Vir 2899/84	AF296094	Complete genome	teschovirus A9; porcine teschovirus 9	PTV-9	NULL	9	202202065	vertebrates	ssRNA(+)	11774
Teschovirus A	A	NULL	NULL		NULL	Vir 460/88	AF296095	Complete genome	teschovirus A10; porcine teschovirus 10	PTV-10	NULL	10	202202065	vertebrates	ssRNA(+)	11775
Teschovirus A	A	NULL	NULL		NULL	Dresden	AF296096	Complete genome	teschovirus A11; porcine teschovirus 11	PTV-11	NULL	11	202202065	vertebrates	ssRNA(+)	11776
Teschovirus A	A	NULL	NULL		NULL	CC25 (Spain/2005)	JF724001	Partial genome	teschovirus A12; porcine teschovirus 12	PTV-12	NULL	12	202202065	vertebrates	ssRNA(+)	11777
Teschovirus A	A	NULL	NULL		NULL	wild boar/WB2C-TV/2011/HUN	JQ429405	Complete genome	teschovirus A13; porcine teschovirus 13	PTV-13	NULL	13	202202065	vertebrates	ssRNA(+)	11778
Teschovirus A	A	NULL	NULL		NULL	JPN/Mol2-2-2/2015	LC386160	Partial genome	teschovirus A14; porcine teschovirus 14	PTV-14	NULL	14	202202065	vertebrates	ssRNA(+)	11779
Teschovirus B	A	NULL	NULL		NULL	JPN/Ishi-Ta2/2016-G	LC386157	Complete genome	teschovirus B2	TV-B2	NULL	2	202207451	vertebrates	ssRNA(+)	11780
Teschovirus B	A	NULL	NULL		NULL	HuN42	MG875516	Partial genome	teschovirus B3	TV-B3	NULL	3	202207451	vertebrates	ssRNA(+)	11781
Boosepivirus B	A	NULL	NULL		NULL	Bo-12-7/2009/JPN	LC036580	Complete genome	boosepivirus B2	BooV-B2	NULL	2	202208698	vertebrates	ssRNA(+)	11782
Enterovirus A	A	NULL	NULL		NULL	Olson (New York/48)	AY421761	Complete genome	coxsackievirus A3	CVA3	NULL	2	202201983	vertebrates	ssRNA(+)	11783
Enterovirus A	A	NULL	NULL		NULL	High Point (North Carolina/50)	AY421762	Complete genome	coxsackievirus A4	CVA4	NULL	3	202201983	vertebrates	ssRNA(+)	11784
Enterovirus A	A	NULL	NULL		NULL	Swartz (New York/50)	AY421763	Complete genome	coxsackievirus A5	CVA5	NULL	4	202201983	vertebrates	ssRNA(+)	11785
Enterovirus A	A	NULL	NULL		NULL	Gdula	AY421764	Complete genome	coxsackievirus A6	CVA6	NULL	5	202201983	vertebrates	ssRNA(+)	11786
Enterovirus A	A	NULL	NULL		NULL	Parker	AY421765	Complete genome	coxsackievirus A7	CVA7	NULL	6	202201983	vertebrates	ssRNA(+)	11787
Enterovirus A	A	NULL	NULL		NULL	Donovan (New York/49)	AY421766	Complete genome	coxsackievirus A8	CVA8	NULL	7	202201983	vertebrates	ssRNA(+)	11788
Enterovirus A	A	NULL	NULL		NULL	Kowalik (New York/50)	AY421767	Complete genome	coxsackievirus A10	CVA10	NULL	8	202201983	vertebrates	ssRNA(+)	11789
Enterovirus A	A	NULL	NULL		NULL	Texas 12 (Texas/48)	AY421768	Complete genome	coxsackievirus A12	CVA12	NULL	9	202201983	vertebrates	ssRNA(+)	11790
Enterovirus A	A	NULL	NULL		NULL	G-14 (South Africa/50)	AY421769	Complete genome	coxsackievirus A14	CVA14	NULL	10	202201983	vertebrates	ssRNA(+)	11791
Enterovirus A	A	NULL	NULL	NC_001612	NULL	G-10 (South Africa/51)	U05876	Complete genome	coxsackievirus A16	CVA16	NULL	11	202201983	vertebrates	ssRNA(+)	11792
Enterovirus A	A	NULL	NULL		NULL	BrCr	U22521	Complete genome	enterovirus A71	EV-A71	NULL	12	202201983	vertebrates	ssRNA(+)	11793
Enterovirus A	A	NULL	NULL		NULL	FRA91-10369	AY697458	Complete genome	enterovirus A76	EV-A76	NULL	13	202201983	vertebrates	ssRNA(+)	11794
Enterovirus A	A	NULL	NULL		NULL	BAN00-10359	AY697459	Complete genome	enterovirus A89	EV-A89	NULL	14	202201983	vertebrates	ssRNA(+)	11795
Enterovirus A	A	NULL	NULL		NULL	BAN99-10399	AY697460	Complete genome	enterovirus A90	EV-A90	NULL	15	202201983	vertebrates	ssRNA(+)	11796
